New Caledonia,288217,15.0,0.009881443495699421,2848
Congo,5657017,15.0,1.5379130025594763E-5,87
Saudi Arabia,35340680,15.0,1.060251245873028E-4,3747
Mali,20855724,15.0,4.794846728888434E-7,10
